"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"24.09.2013","54.431","54.600","54.818","54.164","4,30M","-0,31%"
"23.09.2013","54.602","54.110","54.683","54.027","3,92M","0,91%"
"20.09.2013","54.110","55.095","55.243","54.019","4,42M","-1,79%"
"19.09.2013","55.096","55.703","55.900","54.966","5,13M","-1,09%"
"18.09.2013","55.703","54.273","55.827","53.982","7,54M","2,64%"
"17.09.2013","54.271","53.823","54.271","53.576","4,25M","0,84%"
"16.09.2013","53.822","53.799","54.463","53.559","4,77M","0,04%"
"13.09.2013","53.798","53.311","53.859","52.917","4,94M","0,92%"
"12.09.2013","53.307","53.570","53.839","52.945","6,09M","-0,49%"
"11.09.2013","53.570","53.982","54.304","53.307","6,82M","-0,76%"
"10.09.2013","53.979","54.252","54.740","53.769","6,83M","-0,50%"
"09.09.2013","54.252","53.752","54.531","53.257","7,78M","0,93%"
"06.09.2013","53.749","52.354","54.125","52.354","10,52M","2,67%"
"05.09.2013","52.352","51.715","52.498","51.256","6,19M","1,23%"
"04.09.2013","51.716","51.621","51.830","51.108","5,04M","0,18%"
"03.09.2013","51.626","51.833","52.289","51.422","6,89M","-0,40%"
"02.09.2013","51.835","50.012","51.976","50.012","9,67M","3,65%"
"30.08.2013","50.012","49.932","50.480","49.649","14,23M","0,18%"
"29.08.2013","49.922","49.867","50.558","49.845","7,99M","0,11%"
"28.08.2013","49.867","50.092","50.591","49.530","8,50M","-0,45%"
"27.08.2013","50.092","51.425","51.425","50.018","5,72M","-2,60%"
"26.08.2013","51.429","52.200","52.398","51.429","4,28M","-1,47%"
"23.08.2013","52.197","51.401","52.197","51.166","5,89M","1,56%"
"22.08.2013","51.398","50.408","51.458","50.408","5,57M","1,97%"
"21.08.2013","50.405","50.501","51.171","50.055","5,99M","-0,20%"
"20.08.2013","50.507","51.561","51.561","50.499","5,83M","-2,07%"
"19.08.2013","51.574","51.540","52.089","51.115","6,39M","0,07%"
"16.08.2013","51.539","50.906","51.555","50.800","7,40M","1,24%"
"15.08.2013","50.908","50.880","51.453","50.050","8,36M","0,02%"
"14.08.2013","50.896","50.594","51.364","50.414","11,27M","0,58%"
"13.08.2013","50.601","50.299","50.734","50.040","6,51M","0,60%"
"12.08.2013","50.299","49.878","51.380","49.878","7,04M","0,85%"
"09.08.2013","49.875","48.949","50.001","48.836","6,32M","1,93%"
"08.08.2013","48.929","47.453","49.230","47.453","5,22M","3,12%"
"07.08.2013","47.447","47.422","47.665","47.164","4,46M","0,05%"
"06.08.2013","47.422","48.436","48.522","47.225","5,27M","-2,09%"
"05.08.2013","48.436","48.477","48.707","48.264","3,74M","-0,08%"
"02.08.2013","48.474","49.141","49.550","48.448","4,49M","-1,36%"
"01.08.2013","49.141","48.235","49.281","48.235","4,69M","1,88%"
"31.07.2013","48.234","48.558","48.824","48.140","4,94M","-0,67%"
"30.07.2013","48.562","49.220","49.669","48.560","5,51M","-1,32%"
"29.07.2013","49.212","49.414","49.461","48.975","3,29M","-0,42%"
"26.07.2013","49.422","49.068","49.422","48.633","4,00M","0,72%"
"25.07.2013","49.067","48.372","49.123","48.007","4,94M","1,43%"
"24.07.2013","48.374","48.816","48.888","47.999","5,01M","-0,91%"
"23.07.2013","48.820","48.579","49.379","48.579","4,58M","0,51%"
"22.07.2013","48.574","47.407","48.879","47.407","4,13M","2,48%"
"19.07.2013","47.400","47.650","47.650","47.163","3,47M","-0,54%"
"18.07.2013","47.657","47.404","48.057","47.093","4,29M","0,53%"
"17.07.2013","47.407","46.869","47.710","46.869","5,18M","1,15%"
"16.07.2013","46.869","46.749","47.330","46.417","4,78M","0,28%"
"15.07.2013","46.739","45.533","46.840","45.533","4,84M","2,65%"
"12.07.2013","45.533","46.624","46.624","45.529","5,36M","-2,34%"
"11.07.2013","46.626","45.494","46.719","45.494","5,59M","2,51%"
"10.07.2013","45.483","45.142","45.955","45.142","4,87M","0,90%"
"08.07.2013","45.076","45.211","45.740","44.839","4,66M","-0,30%"
"05.07.2013","45.210","45.757","45.757","44.107","6,99M","-1,21%"
"04.07.2013","45.763","45.046","46.097","45.046","5,10M","1,60%"
"03.07.2013","45.044","45.227","45.827","44.552","7,00M","-0,41%"
"02.07.2013","45.229","47.222","47.222","44.819","8,12M","-4,24%"
"01.07.2013","47.230","47.458","47.674","46.676","6,66M","-0,48%"
"28.06.2013","47.457","47.609","47.639","47.059","5,75M","-0,32%"
"27.06.2013","47.609","47.135","48.053","47.135","5,57M","0,93%"
"26.06.2013","47.172","46.903","47.725","46.903","5,64M","0,59%"
"25.06.2013","46.893","45.967","47.119","45.967","4,77M","2,02%"
"24.06.2013","45.965","47.039","47.039","45.406","6,30M","-2,32%"
"21.06.2013","47.056","48.209","48.209","46.918","6,42M","-2,40%"
"20.06.2013","48.214","47.884","48.214","45.930","8,79M","0,67%"
"19.06.2013","47.893","49.457","49.698","47.838","6,58M","-3,18%"
"18.06.2013","49.465","49.089","49.550","48.414","5,98M","0,77%"
"17.06.2013","49.089","49.337","50.123","49.074","5,32M","-0,49%"
"14.06.2013","49.332","50.415","50.656","49.330","5,83M","-2,15%"
"13.06.2013","50.415","49.758","50.444","48.968","6,23M","2,51%"
"12.06.2013","49.181","49.777","50.380","48.746","7,78M","-1,18%"
"11.06.2013","49.770","51.314","51.314","49.709","5,56M","-3,01%"
"10.06.2013","51.317","51.619","51.836","51.160","4,69M","-0,59%"
"07.06.2013","51.619","52.877","52.877","51.428","5,64M","-2,39%"
"06.06.2013","52.885","52.813","52.937","52.244","4,09M","0,16%"
"05.06.2013","52.799","54.019","54.207","52.774","4,63M","-2,26%"
"04.06.2013","54.018","53.944","54.289","53.498","4,31M","0,14%"
"03.06.2013","53.944","53.512","53.993","53.143","4,34M","0,82%"
"31.05.2013","53.506","54.633","54.776","52.942","8,79M","-2,07%"
"29.05.2013","54.635","56.032","56.032","54.635","5,00M","-2,50%"
"28.05.2013","56.036","56.399","56.979","56.009","4,18M","-0,64%"
"27.05.2013","56.396","56.415","56.562","56.353","2,05M","-0,02%"
"24.05.2013","56.406","56.350","56.506","55.901","4,85M","0,10%"
"23.05.2013","56.350","56.423","56.423","55.379","4,07M","-0,14%"
"22.05.2013","56.429","56.269","57.099","56.037","4,87M","0,29%"
"21.05.2013","56.265","55.699","56.265","55.379","3,90M","1,01%"
"20.05.2013","55.701","55.162","55.705","54.630","4,16M","0,97%"
"17.05.2013","55.164","54.780","55.489","54.780","4,07M","0,72%"
"16.05.2013","54.773","54.943","55.539","54.592","5,08M","-0,30%"
"15.05.2013","54.936","54.668","55.216","54.488","4,90M","0,49%"
"14.05.2013","54.667","54.442","55.030","54.327","5,09M","0,40%"
"13.05.2013","54.448","55.106","55.106","54.389","3,96M","-1,20%"
"10.05.2013","55.108","55.446","55.446","54.832","5,32M","-0,61%"
"09.05.2013","55.448","55.805","56.072","54.905","4,80M","-0,64%"
"08.05.2013","55.805","56.281","56.814","55.805","6,52M","-0,83%"
"07.05.2013","56.275","55.429","56.450","55.207","6,24M","1,52%"
"06.05.2013","55.430","55.488","55.542","54.652","6,45M","-0,10%"
"03.05.2013","55.488","55.330","56.366","55.330","8,86M","0,30%"
"02.05.2013","55.322","55.919","55.919","55.104","5,44M","-1,05%"
"30.04.2013","55.910","54.888","55.910","54.585","7,14M","1,86%"
"29.04.2013","54.887","54.254","55.336","54.254","5,93M","1,17%"
"26.04.2013","54.252","54.963","55.034","54.147","4,66M","-1,29%"
"25.04.2013","54.963","54.989","55.544","54.792","4,35M","-0,04%"
"24.04.2013","54.984","54.875","55.546","54.723","3,95M","0,18%"
"23.04.2013","54.885","54.301","55.282","54.165","5,37M","1,08%"
"22.04.2013","54.298","53.927","54.298","53.420","4,17M","0,68%"
"19.04.2013","53.929","53.169","54.018","53.169","3,73M","1,44%"
"18.04.2013","53.166","52.887","53.474","52.392","4,55M","0,54%"
"17.04.2013","52.882","53.984","53.984","52.540","7,41M","-2,05%"
"16.04.2013","53.991","52.953","54.095","52.953","4,35M","1,97%"
"15.04.2013","52.950","54.952","54.952","52.950","4,71M","-3,66%"
"12.04.2013","54.963","55.398","55.531","54.458","4,81M","-0,79%"
"11.04.2013","55.401","56.190","56.284","55.174","3,84M","-1,40%"
"10.04.2013","56.187","55.913","56.976","55.913","5,39M","0,49%"
"09.04.2013","55.912","55.101","56.305","55.101","5,19M","1,49%"
"08.04.2013","55.092","55.049","55.136","54.333","5,50M","0,08%"
"05.04.2013","55.051","54.646","55.227","53.794","5,97M","0,74%"
"04.04.2013","54.648","55.563","55.579","54.432","4,57M","-1,65%"
"03.04.2013","55.563","54.888","55.574","54.740","4,48M","1,23%"
"02.04.2013","54.889","55.901","56.257","54.809","3,59M","-1,81%"
"01.04.2013","55.902","56.348","56.348","55.897","2,76M","-0,80%"
"28.03.2013","56.352","56.035","56.374","55.874","4,37M","0,57%"
"27.03.2013","56.034","55.677","56.178","55.130","4,05M","0,65%"
"26.03.2013","55.671","54.879","55.763","54.879","3,76M","1,45%"
"25.03.2013","54.873","55.250","55.450","54.648","3,85M","-0,67%"
"22.03.2013","55.243","55.577","55.893","55.098","3,74M","-0,60%"
"21.03.2013","55.577","56.025","56.044","55.382","4,37M","-0,81%"
"20.03.2013","56.030","56.361","56.396","55.831","4,18M","-0,59%"
"19.03.2013","56.361","56.973","57.038","56.100","3,83M","-1,07%"
"18.03.2013","56.973","56.869","57.152","56.139","3,74M","0,18%"
"15.03.2013","56.869","57.275","57.532","56.805","5,18M","-0,72%"
"14.03.2013","57.281","57.386","57.850","56.722","4,58M","-0,18%"
"13.03.2013","57.386","58.204","58.411","57.286","4,54M","-1,41%"
"12.03.2013","58.209","58.542","58.709","58.113","3,81M","-0,57%"
"11.03.2013","58.545","58.440","58.547","57.800","4,13M","0,19%"
"08.03.2013","58.433","58.842","59.031","58.129","4,13M","-0,70%"
"07.03.2013","58.847","57.940","59.472","57.940","6,34M","1,56%"
"06.03.2013","57.940","55.953","58.150","55.953","5,81M","3,56%"
"05.03.2013","55.951","56.508","57.227","55.951","4,26M","-0,97%"
"04.03.2013","56.499","56.878","56.878","56.067","4,03M","-0,68%"
"01.03.2013","56.884","57.422","57.422","56.526","3,89M","-0,94%"
"28.02.2013","57.424","57.273","57.798","56.925","4,44M","0,26%"
"27.02.2013","57.274","56.948","57.402","56.685","5,03M","0,57%"
"26.02.2013","56.949","56.616","57.007","56.047","4,51M","0,59%"
"25.02.2013","56.618","56.698","57.157","56.419","3,97M","-0,14%"
"22.02.2013","56.697","56.159","56.742","56.107","5,11M","0,97%"
"21.02.2013","56.155","56.153","56.227","55.430","4,92M","-0,04%"
"20.02.2013","56.178","57.312","57.569","56.034","4,95M","-1,98%"
"19.02.2013","57.314","57.619","58.061","57.234","3,92M","-0,52%"
"18.02.2013","57.614","57.906","57.929","57.420","2,70M","-0,50%"
"15.02.2013","57.903","58.076","58.352","57.802","3,44M","-0,30%"
"14.02.2013","58.077","58.406","58.406","57.751","2,39M","-0,56%"
"13.02.2013","58.406","58.495","58.754","58.252","2,80M","-0,16%"
"08.02.2013","58.498","58.374","58.638","58.025","3,15M","0,21%"
"07.02.2013","58.372","58.936","59.435","58.116","4,07M","-0,98%"
"06.02.2013","58.951","59.442","59.582","58.588","4,41M","-0,83%"
"05.02.2013","59.445","59.576","59.974","59.132","4,43M","-0,22%"
"04.02.2013","59.576","60.350","60.350","59.256","3,35M","-1,28%"
"01.02.2013","60.351","59.764","60.496","59.742","3,41M","0,99%"
"31.01.2013","59.761","59.344","59.771","59.114","4,75M","0,72%"
"30.01.2013","59.337","60.405","60.405","59.305","4,66M","-1,77%"
"29.01.2013","60.406","60.027","60.428","59.758","3,19M","0,63%"
"28.01.2013","60.027","61.178","61.313","59.921","3,43M","-1,87%"
"24.01.2013","61.170","61.966","62.249","60.838","3,61M","-1,29%"
"23.01.2013","61.966","61.692","61.969","61.543","3,21M","0,44%"
"22.01.2013","61.692","61.904","61.995","61.534","3,47M","-0,34%"
"21.01.2013","61.900","61.962","62.052","61.804","2,14M","-0,09%"
"18.01.2013","61.956","62.197","62.395","61.822","3,50M","-0,38%"
"17.01.2013","62.194","61.806","62.309","61.683","3,38M","0,66%"
"16.01.2013","61.787","61.726","61.787","61.241","2,79M","0,10%"
"15.01.2013","61.728","62.079","62.151","61.695","3,82M","-0,57%"
"14.01.2013","62.081","61.511","62.285","61.511","3,48M","0,95%"
"11.01.2013","61.497","61.662","61.683","61.198","3,16M","-0,29%"
"10.01.2013","61.678","61.578","61.947","61.156","4,10M","0,16%"
"09.01.2013","61.579","61.129","61.812","61.103","3,24M","0,74%"
"08.01.2013","61.128","61.933","62.265","61.081","3,84M","-1,30%"
"07.01.2013","61.933","62.523","62.699","61.639","3,99M","-0,94%"
"04.01.2013","62.523","63.314","63.314","62.415","6,23M","-1,25%"
"03.01.2013","63.312","62.555","63.473","62.341","3,36M","1,22%"
"02.01.2013","62.550","60.990","62.887","60.990","3,74M","2,62%"
"28.12.2012","60.952","60.416","61.066","60.416","2,63M","0,89%"
"27.12.2012","60.416","60.964","61.191","60.233","2,85M","-0,89%"
"26.12.2012","60.960","61.003","61.322","60.861","2,60M","-0,08%"
"21.12.2012","61.007","61.271","61.271","60.221","3,16M","-0,44%"
"20.12.2012","61.276","60.992","61.276","60.622","3,08M","0,46%"
"19.12.2012","60.998","60.461","61.212","60.396","4,43M","0,89%"
"18.12.2012","60.461","59.568","60.539","59.565","4,36M","1,50%"
"17.12.2012","59.567","59.604","59.914","59.323","3,11M","-0,06%"
"14.12.2012","59.605","59.320","59.824","59.273","3,41M","0,49%"
"13.12.2012","59.317","59.459","59.969","59.154","3,57M","-0,26%"
"12.12.2012","59.474","59.626","59.859","59.291","4,75M","-0,25%"
"11.12.2012","59.623","59.257","59.747","58.951","3,99M","0,63%"
"10.12.2012","59.248","58.468","59.248","58.091","3,06M","1,30%"
"07.12.2012","58.487","57.656","58.594","57.636","3,04M","1,44%"
"06.12.2012","57.656","57.685","57.860","57.129","3,20M","-0,04%"
"05.12.2012","57.679","57.597","58.127","57.231","3,58M","0,20%"
"04.12.2012","57.563","58.212","58.520","57.547","3,94M","-1,10%"
"03.12.2012","58.202","57.479","58.332","57.479","3,49M","1,27%"
"30.11.2012","57.475","57.845","58.031","56.704","5,05M","-0,65%"
"29.11.2012","57.853","56.562","57.853","56.562","3,40M","2,32%"
"28.11.2012","56.539","56.206","56.591","55.686","3,47M","0,52%"
"27.11.2012","56.248","56.737","57.420","56.248","3,55M","-0,86%"
"26.11.2012","56.737","57.571","57.572","56.502","2,75M","-1,45%"
"23.11.2012","57.574","56.439","57.574","56.248","3,18M","2,01%"
"22.11.2012","56.437","56.245","56.643","56.242","2,15M","0,35%"
"21.11.2012","56.242","56.453","56.789","55.946","3,59M","-0,37%"
"19.11.2012","56.451","55.387","56.666","55.387","2,78M","1,89%"
"16.11.2012","55.402","56.277","56.277","55.126","3,47M","-1,56%"
"14.11.2012","56.279","57.472","57.472","56.038","3,61M","-2,10%"
"13.11.2012","57.486","57.049","57.529","56.593","3,36M","0,74%"
"12.11.2012","57.064","57.358","57.712","56.988","2,07M","-0,51%"
"09.11.2012","57.358","57.517","58.109","56.862","4,25M","-0,29%"
"08.11.2012","57.524","58.523","59.008","57.420","3,20M","-1,70%"
"07.11.2012","58.517","59.460","59.460","58.274","3,08M","-1,58%"
"06.11.2012","59.459","58.220","59.561","58.174","3,47M","2,15%"
"05.11.2012","58.210","58.374","58.374","57.551","2,62M","-0,30%"
"01.11.2012","58.383","57.065","58.383","56.960","2,98M","2,30%"
"31.10.2012","57.068","57.682","57.935","56.929","2,79M","-1,07%"
"30.10.2012","57.684","57.178","57.764","57.178","1,61M","0,89%"
"29.10.2012","57.177","57.267","57.267","56.581","1,71M","-0,17%"
"26.10.2012","57.277","57.833","57.833","57.061","3,00M","-0,97%"
"25.10.2012","57.837","57.161","58.274","57.161","3,15M","1,18%"
"24.10.2012","57.161","57.686","57.986","57.159","2,93M","-0,92%"
"23.10.2012","57.690","58.679","58.679","57.388","3,40M","-1,72%"
"22.10.2012","58.700","58.925","59.205","58.541","2,80M","-0,38%"
"19.10.2012","58.922","59.701","59.846","58.782","3,00M","-1,36%"
"18.10.2012","59.734","60.087","60.087","59.322","3,32M","-0,59%"
"17.10.2012","60.087","59.742","60.398","59.683","4,21M","0,57%"
"16.10.2012","59.744","59.602","60.412","59.484","3,25M","0,24%"
"15.10.2012","59.602","59.164","59.758","58.790","3,12M","0,74%"
"11.10.2012","59.162","58.460","59.360","58.460","2,82M","1,21%"
"10.10.2012","58.456","58.944","59.320","58.341","2,78M","-0,82%"
"09.10.2012","58.939","59.319","59.697","58.616","3,15M","-0,64%"
"08.10.2012","59.317","58.572","59.318","58.170","2,60M","1,27%"
"05.10.2012","58.572","58.460","59.441","58.414","3,24M","0,19%"
"04.10.2012","58.458","58.627","59.002","58.105","3,37M","-0,29%"
"03.10.2012","58.627","59.222","59.483","58.542","3,20M","-1,00%"
"02.10.2012","59.222","59.575","60.091","59.028","3,20M","-0,59%"
"01.10.2012","59.571","59.171","60.216","59.171","2,76M","0,67%"
"28.09.2012","59.176","60.240","60.240","58.864","3,69M","-1,77%"
"27.09.2012","60.240","60.483","60.889","59.876","3,81M","-0,39%"
"26.09.2012","60.478","60.506","60.506","59.725","3,14M","-0,04%"
"25.09.2012","60.501","61.913","61.947","60.357","3,87M","-2,28%"
"24.09.2012","61.910","61.319","61.932","61.075","3,33M","0,96%"
"21.09.2012","61.320","61.695","62.223","61.300","2,99M","-0,60%"
"20.09.2012","61.688","61.652","61.908","60.961","2,92M","0,06%"
"19.09.2012","61.652","61.806","62.514","61.519","3,39M","-0,25%"
"18.09.2012","61.804","61.806","62.132","61.447","3,20M","0,00%"
"17.09.2012","61.806","62.106","62.692","61.552","3,90M","-0,48%"
"14.09.2012","62.105","61.955","63.428","61.823","5,82M","0,24%"
"13.09.2012","61.958","59.921","62.117","59.629","5,97M","3,40%"
"12.09.2012","59.922","59.429","60.136","59.205","4,85M","0,84%"
"11.09.2012","59.423","58.405","59.515","58.404","3,85M","1,74%"
"10.09.2012","58.404","58.325","59.421","58.325","3,51M","0,14%"
"06.09.2012","58.321","56.868","58.328","56.868","3,62M","2,56%"
"05.09.2012","56.864","56.236","56.904","56.236","3,31M","1,12%"
"04.09.2012","56.234","57.272","57.272","56.203","3,24M","-1,83%"
"03.09.2012","57.281","57.065","57.457","56.954","2,32M","0,39%"
"31.08.2012","57.061","57.257","57.835","56.719","5,75M","-0,34%"
"30.08.2012","57.256","57.366","57.508","56.901","3,13M","-0,20%"
"29.08.2012","57.369","58.414","58.553","57.061","4,11M","-1,78%"
"28.08.2012","58.406","58.109","58.745","57.976","2,73M","0,51%"
"27.08.2012","58.111","58.424","58.462","57.853","2,34M","-0,54%"
"24.08.2012","58.426","58.511","58.750","57.833","3,21M","-0,15%"
"23.08.2012","58.512","59.382","59.382","58.145","3,34M","-1,46%"
"22.08.2012","59.381","58.918","59.585","58.443","3,71M","0,79%"
"21.08.2012","58.918","59.298","60.209","58.684","3,93M","-0,62%"
"20.08.2012","59.283","59.083","59.462","58.629","3,00M","0,34%"
"17.08.2012","59.082","59.443","59.822","58.944","2,95M","-0,61%"
"16.08.2012","59.446","58.190","59.544","58.190","3,48M","2,16%"
"15.08.2012","58.189","58.083","58.375","57.630","4,58M","0,18%"
"14.08.2012","58.083","59.123","59.605","57.904","3,53M","-1,76%"
"13.08.2012","59.123","59.281","59.543","58.601","2,54M","-0,27%"
"10.08.2012","59.281","58.774","59.365","58.128","3,08M","0,82%"
"09.08.2012","58.797","58.950","59.202","58.115","2,86M","-0,26%"
"08.08.2012","58.951","57.723","58.964","57.603","3,23M","2,12%"
"07.08.2012","57.726","58.343","59.316","57.679","3,45M","-1,06%"
"06.08.2012","58.345","57.255","58.996","56.893","3,61M","1,90%"
"03.08.2012","57.255","55.524","57.399","55.524","3,58M","3,12%"
"02.08.2012","55.520","56.289","56.289","55.239","2,84M","-1,37%"
"01.08.2012","56.292","56.091","56.735","55.425","1,32M","0,35%"
"31.07.2012","56.097","57.243","57.466","56.097","692,08K","-2,00%"
"30.07.2012","57.241","56.551","57.241","56.090","2,97M","1,22%"
"27.07.2012","56.553","54.024","57.046","54.024","4,67M","4,72%"
"26.07.2012","54.003","52.638","54.126","52.638","3,02M","2,65%"
"25.07.2012","52.608","52.658","53.233","52.346","2,22M","-0,06%"
"24.07.2012","52.639","53.038","53.416","52.399","2,76M","-0,75%"
"23.07.2012","53.034","54.183","54.183","52.213","2,81M","-2,14%"
"20.07.2012","54.195","55.337","55.337","54.138","2,86M","-2,08%"
"19.07.2012","55.347","54.588","55.491","54.588","2,88M","1,40%"
"18.07.2012","54.583","53.909","54.588","53.551","2,30M","1,25%"
"17.07.2012","53.909","53.403","54.037","53.119","2,52M","0,95%"
"16.07.2012","53.402","54.316","54.418","53.216","2,82M","-1,71%"
"13.07.2012","54.331","53.422","54.428","53.420","2,78M","1,70%"
"12.07.2012","53.421","53.564","53.616","52.489","3,05M","-0,28%"
"11.07.2012","53.569","53.708","54.135","53.233","2,97M","-0,25%"
"10.07.2012","53.706","55.392","55.588","53.668","3,47M","-3,05%"
"06.07.2012","55.394","56.376","56.376","54.967","2,70M","-1,75%"
"05.07.2012","56.379","56.083","56.943","55.828","3,13M","0,54%"
"04.07.2012","56.077","55.780","56.322","55.485","1,72M","0,53%"
"03.07.2012","55.780","54.704","56.228","54.704","4,06M","1,99%"
"02.07.2012","54.693","54.355","54.754","53.961","2,87M","0,62%"
"29.06.2012","54.355","52.656","54.355","52.656","3,74M","3,23%"
"28.06.2012","52.652","53.107","53.306","52.271","3,53M","-0,86%"
"27.06.2012","53.109","53.837","54.006","53.084","3,83M","-1,35%"
"26.06.2012","53.837","53.806","54.193","53.398","2,71M","0,06%"
"25.06.2012","53.805","55.406","55.406","53.694","2,16M","-2,95%"
"22.06.2012","55.440","55.518","56.019","55.083","2,48M","-0,12%"
"21.06.2012","55.505","57.162","57.218","55.505","2,60M","-2,91%"
"20.06.2012","57.167","57.196","57.611","56.529","3,20M","-0,05%"
"19.06.2012","57.195","56.210","57.567","56.210","3,66M","1,78%"
"18.06.2012","56.195","56.066","56.579","55.486","2,96M","0,16%"
"15.06.2012","56.105","55.349","56.105","55.203","3,90M","1,36%"
"14.06.2012","55.352","55.641","55.769","54.952","3,30M","-0,54%"
"13.06.2012","55.651","55.041","55.989","54.523","4,19M","1,09%"
"12.06.2012","55.049","54.001","55.049","53.906","3,89M","1,94%"
"11.06.2012","54.001","54.434","55.401","53.905","2,74M","-0,79%"
"08.06.2012","54.430","54.150","54.432","53.685","2,63M","0,51%"
"06.06.2012","54.156","52.486","54.195","52.486","3,54M","3,19%"
"05.06.2012","52.481","53.413","53.917","52.481","2,53M","-1,75%"
"04.06.2012","53.417","53.408","53.960","53.367","2,36M","0,03%"
"01.06.2012","53.403","54.488","54.488","53.087","2,99M","-2,00%"
"31.05.2012","54.490","53.805","54.509","53.090","4,83M","1,29%"
"30.05.2012","53.798","54.632","54.632","53.382","3,30M","-1,53%"
